Price,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,DIA,IWM,QQQ,SPY,XLF,XLK,XLV,DIA,IWM,QQQ,SPY,XLF,XLK,XLV,DIA,IWM,QQQ,SPY,XLF,XLK,XLV,DIA,IWM,QQQ,SPY,XLF,XLK,XLV,DIA,IWM,QQQ,SPY,XLF,XLK,XLV
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-04,75.13215637207031,51.63050842285156,40.3935661315918,85.27919006347656,9.019766807556152,18.809371948242188,24.186010360717773,75.28148140998198,51.67892826391517,40.4544815021829,85.32433736004405,9.044327581719429,18.825538516433486,24.193661915120668,74.49218804882781,51.05755415630952,40.26304173035956,83.90966657117345,8.896965820051967,18.67195920207374,23.925863348558483,74.54906990250643,51.073694103330716,40.315253482527154,84.55680461335055,8.915385860053387,18.704290796727538,24.078890058462033,8977300,42863900,62822800,118944600,92942347,8449400,5580900
2010-01-05,75.01127624511719,51.45295715332031,40.3935661315918,85.50494384765625,9.185551643371582,18.785118103027344,23.948814392089844,75.13926992119237,51.79188978565341,40.46318180114858,85.54257042722244,9.185551643371582,18.833616255563772,24.231916041920755,74.64151975038335,51.235075627709534,40.16732184444789,84.9180059488875,8.995209740431164,18.671955233199522,23.948814392089844,75.0966071708573,51.549796807346475,40.367461915236916,85.22652782650235,9.00748977019142,18.833616255563772,24.14775041046582,6549200,55523100,62935600,111579900,96770018,19988200,5428600
2010-01-06,75.06102752685547,51.404563903808594,40.149906158447266,85.56514739990234,9.203970909118652,18.57495880126953,24.193653106689453,75.26723979671772,51.72735366298512,40.506678061705394,85.77584247522753,9.240811716109967,18.793202816900006,24.193653106689453,74.91881478732824,51.275447384461856,40.08899412516833,85.35445232457717,9.111869972882621,18.558792235283143,23.948807833094495,75.01836479001095,51.45298067457572,40.37615369873205,85.42217328121302,9.179410851676556,18.785119533906812,23.948807833094495,6797200,59708600,96033000,116074400,75492798,10024100,4883600
2010-01-07,75.33129119873047,51.78380584716797,40.176021575927734,85.9263687133789,9.400455474853516,18.50222396850586,24.277822494506836,75.38817307866816,51.82415723251748,40.263041161644566,86.03171628249514,9.45571561552426,18.59113860300416,24.277822494506836,74.62732300564747,50.952619025726825,39.95847759082232,85.16635632960151,9.203972812205903,18.437559200251556,24.048281733998834,74.93308548873459,51.43680794451446,40.210829410214465,85.40715159344033,9.222392859096152,18.59113860300416,24.101841147491733,6312000,56123500,77094100,131091100,117869112,7292400,6114600
2010-01-08,75.45215606689453,52.06626510620117,40.506675720214844,86.2122802734375,9.34519100189209,18.62346649169922,24.31607437133789,75.45215606689453,52.06626510620117,40.506675720214844,86.24990685215928,9.400451842035524,18.639631522894422,24.339027566198542,74.97573719857853,51.48524251216316,39.967167748306196,85.52752132057812,9.271510121976856,18.413305668869054,24.147743158977335,75.1392813831905,51.598219042160004,40.08899180782202,85.70058980427461,9.351331015149356,18.47797041883762,24.323725922752843,4912000,48811500,88886600,126402800,111866140,11886200,4284800
2010-01-11,75.75785827636719,51.85645294189453,40.34135437011719,86.33269500732422,9.351336479187012,18.550718307495117,24.45380210876465,75.84318914730969,52.356775795144344,40.58500255454567,86.63368472282647,9.443437452689151,18.71237941026414,24.484408319668777,75.2458839008452,51.6547082670657,40.132510698137374,85.96397284611555,9.296076327582805,18.46180369884815,24.346683289369125,75.65830830613419,52.27607915656459,40.558898340344776,86.59606387889411,9.43729743584424,18.704296123866303,24.446152015423078,6858300,51638900,104673400,106375700,72747299,15238900,4177700
2010-01-12,75.47345733642578,51.29159164428711,39.836639404296875,85.52753448486328,9.216254234313965,18.348644256591797,24.277822494506836,75.67255735569312,51.77578094131002,40.14990316319386,85.94139820945486,9.320635228442168,18.46989049212188,24.415547534565462,75.0752572978911,51.049495456585205,39.61909549611359,85.19643891238142,9.154853352720986,18.27589620692784,24.18600677405746,75.267245052165,51.533684753608114,40.0976947496821,85.7608032340151,9.277655115906944,18.445640628324053,24.34668501453615,8869900,45854900,90673900,163333500,137613736,9742800,5791400
2010-01-13,75.9072494506836,51.95329666137695,40.33266067504883,86.24991607666016,9.320635795593262,18.52646255493164,24.599184036254883,76.07790591637713,52.05820785324295,40.454488116692595,86.49071127960713,9.351335877843633,18.55071240641114,24.675696656830322,75.40238689691476,51.02527282170908,39.68873222365219,85.30930891811566,9.142573156055857,18.26780363939864,24.33138402670207,75.6085992794521,51.46911057793111,39.95848468864604,85.74574627651234,9.216254795113581,18.429464690742392,24.33903558063655,8619100,39501900,100661000,161822000,100839458,10053700,8056100
2010-01-14,76.10631561279297,52.146968841552734,40.36745834350586,86.48318481445312,9.363614082336426,18.57495880126953,24.821069717407227,76.1916465201081,52.30836212823041,40.48058213679748,86.6412061281666,9.394314879420353,18.639623523486495,24.82872273008322,75.78633420423166,51.66277666800124,40.21953003797319,86.09941548628582,9.265373117490066,18.486045771801574,24.553272649130125,75.82899694535483,51.75961633406339,40.25433455021424,86.15208925752364,9.289933178494588,18.510294079052567,24.64508836985811,7039900,41859800,75209000,115718800,70844542,7506600,7801400
2010-01-15,75.38106536865234,51.388404846191406,39.89756774902344,85.51248168945312,9.173269271850586,18.316307067871094,24.652740478515625,76.07080901502574,52.292223223929795,40.50669160492735,86.41546230908614,9.314491030795855,18.623465774693084,24.86697812528119,75.04685923689848,51.05754369599167,39.72353520687201,85.18138611644933,9.160989244260232,18.259725606543146,24.50736243069411,76.04236536284755,52.17117518526034,40.437079251958366,86.33269415684595,9.308351737828783,18.607299202391044,24.729253089855032,14027400,68725100,126849300,212283100,118059301,13533300,9691800
2010-01-19,76.20589447021484,52.33256530761719,40.54151153564453,86.58100891113281,9.289933204650879,18.631547927856445,25.24954605102539,76.24856265255718,52.34870832873709,40.585019684161914,86.6336826842073,9.296073940747576,18.631547927856445,25.25719614435829,75.27438810264862,51.582074901266026,39.984599267920565,85.47485393555792,9.087311259136536,18.35672235960937,24.736905153422743,75.30283174918655,51.582074901266026,39.99329956984046,85.49743333059901,9.136432102112156,18.35672235960937,24.736905153422743,10877400,46839000,84388200,139172700,100437782,7482800,17749900
2010-01-20,75.3881607055664,51.57402801513672,39.958492279052734,85.70060729980469,9.265371322631836,18.332475662231445,25.035310745239258,75.75792270237015,51.96944908152769,40.550212401604824,86.12199751066682,9.326772184077035,18.48605503258213,25.37197033986568,74.75530446014923,50.99300214725793,39.532107770409,85.01584820715371,9.167130376816399,18.162729717795557,24.844026287635092,75.72947905453363,51.96137756759571,40.25435234032878,85.99407630251382,9.228531238261597,18.48605503258213,25.333714032098683,11896600,62485000,145680000,216490200,99359426,14699000,16706200
